lon,lat
-58.491226,-34.678608
-58.488878,-34.678608
-58.486531,-34.678608
-58.484183,-34.678608
-58.481835,-34.678608
-58.479487,-34.678608
-58.477138,-34.678608
-58.474790,-34.678608
-58.472441,-34.678608
-58.470093,-34.678608
-58.467744,-34.678608
-58.465395,-34.678608
-58.463045,-34.678608
-58.460696,-34.678608
-58.458346,-34.678608
-58.455997,-34.678608
-58.453647,-34.678608
-58.451297,-34.678608
-58.448947,-34.678608
-58.446596,-34.678608
-58.444246,-34.678608
-58.441895,-34.678608
-58.439544,-34.678608
-58.437193,-34.678608
-58.434842,-34.678608
-58.432491,-34.678608
-58.430140,-34.678608
-58.427788,-34.678608
-58.425436,-34.678608
-58.423084,-34.678608
-58.420732,-34.678608
-58.418380,-34.678608
-58.416028,-34.678608
-58.413675,-34.678608
-58.411322,-34.678608
-58.408970,-34.678608
-58.406617,-34.678608
-58.404263,-34.678608
-58.401910,-34.678608
-58.399557,-34.678608
-58.397203,-34.678608
-58.394849,-34.678608
-58.392495,-34.678608
-58.390141,-34.678608
-58.387787,-34.678608
-58.385433,-34.678608
-58.383078,-34.678608
-58.380723,-34.678608
-58.378368,-34.678608
-58.376013,-34.678608
-58.373658,-34.678608
-58.371303,-34.678608
-58.368947,-34.678608
-58.366592,-34.678608
-58.364236,-34.678608
-58.361880,-34.678608
-58.359524,-34.678608
-58.357167,-34.678608
-58.354811,-34.678608
-58.352454,-34.678608
-58.538143,-34.674116
-58.535799,-34.674116
-58.533454,-34.674116
-58.531109,-34.674116
-58.528765,-34.674116
-58.526420,-34.674116
-58.524074,-34.674116
-58.521729,-34.674116
-58.519384,-34.674116
-58.517038,-34.674116
-58.514692,-34.674116
-58.512346,-34.674116
-58.510000,-34.674116
-58.507654,-34.674116
-58.505308,-34.674116
-58.502961,-34.674116
-58.500614,-34.674116
-58.498267,-34.674116
-58.495920,-34.674116
-58.493573,-34.674116
-58.491226,-34.674116
-58.488878,-34.674116
-58.486531,-34.674116
-58.484183,-34.674116
-58.481835,-34.674116
-58.479487,-34.674116
-58.477138,-34.674116
-58.474790,-34.674116
-58.472441,-34.674116
-58.470093,-34.674116
-58.467744,-34.674116
-58.465395,-34.674116
-58.463045,-34.674116
-58.460696,-34.674116
-58.458346,-34.674116
-58.455997,-34.674116
-58.453647,-34.674116
-58.451297,-34.674116
-58.448947,-34.674116
-58.446596,-34.674116
-58.444246,-34.674116
-58.441895,-34.674116
-58.439544,-34.674116
-58.437193,-34.674116
-58.434842,-34.674116
-58.432491,-34.674116
-58.430140,-34.674116
-58.427788,-34.674116
-58.425436,-34.674116
-58.423084,-34.674116
-58.420732,-34.674116
-58.418380,-34.674116
-58.416028,-34.674116
-58.413675,-34.674116
-58.411322,-34.674116
-58.408970,-34.674116
-58.406617,-34.674116
-58.404263,-34.674116
-58.401910,-34.674116
-58.399557,-34.674116
-58.397203,-34.674116
-58.394849,-34.674116
-58.392495,-34.674116
-58.390141,-34.674116
-58.387787,-34.674116
-58.385433,-34.674116
-58.383078,-34.674116
-58.380723,-34.674116
-58.378368,-34.674116
-58.376013,-34.674116
-58.373658,-34.674116
-58.371303,-34.674116
-58.368947,-34.674116
-58.366592,-34.674116
-58.364236,-34.674116
-58.361880,-34.674116
-58.359524,-34.674116
-58.357167,-34.674116
-58.354811,-34.674116
-58.352454,-34.674116
-58.538143,-34.669624
-58.535799,-34.669624
-58.533454,-34.669624
-58.531109,-34.669624
-58.528765,-34.669624
-58.526420,-34.669624
-58.524074,-34.669624
-58.521729,-34.669624
-58.519384,-34.669624
-58.517038,-34.669624
-58.514692,-34.669624
-58.512346,-34.669624
-58.510000,-34.669624
-58.507654,-34.669624
-58.505308,-34.669624
-58.502961,-34.669624
-58.500614,-34.669624
-58.498267,-34.669624
-58.495920,-34.669624
-58.493573,-34.669624
-58.491226,-34.669624
-58.488878,-34.669624
-58.486531,-34.669624
-58.484183,-34.669624
-58.481835,-34.669624
-58.479487,-34.669624
-58.477138,-34.669624
-58.474790,-34.669624
-58.472441,-34.669624
-58.470093,-34.669624
-58.467744,-34.669624
-58.465395,-34.669624
-58.463045,-34.669624
-58.460696,-34.669624
-58.458346,-34.669624
-58.455997,-34.669624
-58.453647,-34.669624
-58.451297,-34.669624
-58.448947,-34.669624
-58.446596,-34.669624
-58.444246,-34.669624
-58.441895,-34.669624
-58.439544,-34.669624
-58.437193,-34.669624
-58.434842,-34.669624
-58.432491,-34.669624
-58.430140,-34.669624
-58.427788,-34.669624
-58.425436,-34.669624
-58.423084,-34.669624
-58.420732,-34.669624
-58.418380,-34.669624
-58.416028,-34.669624
-58.413675,-34.669624
-58.411322,-34.669624
-58.408970,-34.669624
-58.406617,-34.669624
-58.404263,-34.669624
-58.401910,-34.669624
-58.399557,-34.669624
-58.397203,-34.669624
-58.394849,-34.669624
-58.392495,-34.669624
-58.390141,-34.669624
-58.387787,-34.669624
-58.385433,-34.669624
-58.383078,-34.669624
-58.380723,-34.669624
-58.378368,-34.669624
-58.376013,-34.669624
-58.373658,-34.669624
-58.371303,-34.669624
-58.368947,-34.669624
-58.366592,-34.669624
-58.364236,-34.669624
-58.361880,-34.669624
-58.359524,-34.669624
-58.357167,-34.669624
-58.354811,-34.669624
-58.352454,-34.669624
-58.538143,-34.665133
-58.535799,-34.665133
-58.533454,-34.665133
-58.531109,-34.665133
-58.528765,-34.665133
-58.526420,-34.665133
-58.524074,-34.665133
-58.521729,-34.665133
-58.519384,-34.665133
-58.517038,-34.665133
-58.514692,-34.665133
-58.512346,-34.665133
-58.510000,-34.665133
-58.507654,-34.665133
-58.505308,-34.665133
-58.502961,-34.665133
-58.500614,-34.665133
-58.498267,-34.665133
-58.495920,-34.665133
-58.493573,-34.665133
-58.491226,-34.665133
-58.488878,-34.665133
-58.486531,-34.665133
-58.484183,-34.665133
-58.481835,-34.665133
-58.479487,-34.665133
-58.477138,-34.665133
-58.474790,-34.665133
-58.472441,-34.665133
-58.470093,-34.665133
-58.467744,-34.665133
-58.465395,-34.665133
-58.463045,-34.665133
-58.460696,-34.665133
-58.458346,-34.665133
-58.455997,-34.665133
-58.453647,-34.665133
-58.451297,-34.665133
-58.448947,-34.665133
-58.446596,-34.665133
-58.444246,-34.665133
-58.441895,-34.665133
-58.439544,-34.665133
-58.437193,-34.665133
-58.434842,-34.665133
-58.432491,-34.665133
-58.430140,-34.665133
-58.427788,-34.665133
-58.425436,-34.665133
-58.423084,-34.665133
-58.420732,-34.665133
-58.418380,-34.665133
-58.416028,-34.665133
-58.413675,-34.665133
-58.411322,-34.665133
-58.408970,-34.665133
-58.406617,-34.665133
-58.404263,-34.665133
-58.401910,-34.665133
-58.399557,-34.665133
-58.397203,-34.665133
-58.394849,-34.665133
-58.392495,-34.665133
-58.390141,-34.665133
-58.387787,-34.665133
-58.385433,-34.665133
-58.383078,-34.665133
-58.380723,-34.665133
-58.378368,-34.665133
-58.376013,-34.665133
-58.373658,-34.665133
-58.371303,-34.665133
-58.368947,-34.665133
-58.366592,-34.665133
-58.364236,-34.665133
-58.361880,-34.665133
-58.359524,-34.665133
-58.357167,-34.665133
-58.354811,-34.665133
-58.352454,-34.665133
-58.538143,-34.660641
-58.535799,-34.660641
-58.533454,-34.660641
-58.531109,-34.660641
-58.528765,-34.660641
-58.526420,-34.660641
-58.524074,-34.660641
-58.521729,-34.660641
-58.519384,-34.660641
-58.517038,-34.660641
-58.514692,-34.660641
-58.512346,-34.660641
-58.510000,-34.660641
-58.507654,-34.660641
-58.505308,-34.660641
-58.502961,-34.660641
-58.500614,-34.660641
-58.498267,-34.660641
-58.495920,-34.660641
-58.493573,-34.660641
-58.491226,-34.660641
-58.488878,-34.660641
-58.486531,-34.660641
-58.484183,-34.660641
-58.481835,-34.660641
-58.479487,-34.660641
-58.477138,-34.660641
-58.474790,-34.660641
-58.472441,-34.660641
-58.470093,-34.660641
-58.467744,-34.660641
-58.465395,-34.660641
-58.463045,-34.660641
-58.460696,-34.660641
-58.458346,-34.660641
-58.455997,-34.660641
-58.453647,-34.660641
-58.451297,-34.660641
-58.448947,-34.660641
-58.446596,-34.660641
-58.444246,-34.660641
-58.441895,-34.660641
-58.439544,-34.660641
-58.437193,-34.660641
-58.434842,-34.660641
-58.432491,-34.660641
-58.430140,-34.660641
-58.427788,-34.660641
-58.425436,-34.660641
-58.423084,-34.660641
-58.420732,-34.660641
-58.418380,-34.660641
-58.416028,-34.660641
-58.413675,-34.660641
-58.411322,-34.660641
-58.408970,-34.660641
-58.406617,-34.660641
-58.404263,-34.660641
-58.401910,-34.660641
-58.399557,-34.660641
-58.397203,-34.660641
-58.394849,-34.660641
-58.392495,-34.660641
-58.390141,-34.660641
-58.387787,-34.660641
-58.385433,-34.660641
-58.383078,-34.660641
-58.380723,-34.660641
-58.378368,-34.660641
-58.376013,-34.660641
-58.373658,-34.660641
-58.371303,-34.660641
-58.368947,-34.660641
-58.366592,-34.660641
-58.364236,-34.660641
-58.361880,-34.660641
-58.359524,-34.660641
-58.357167,-34.660641
-58.354811,-34.660641
-58.352454,-34.660641
-58.538143,-34.656150
-58.535799,-34.656150
-58.533454,-34.656150
-58.531109,-34.656150
-58.528765,-34.656150
-58.526420,-34.656150
-58.524074,-34.656150
-58.521729,-34.656150
-58.519384,-34.656150
-58.517038,-34.656150
-58.514692,-34.656150
-58.512346,-34.656150
-58.510000,-34.656150
-58.507654,-34.656150
-58.505308,-34.656150
-58.502961,-34.656150
-58.500614,-34.656150
-58.498267,-34.656150
-58.495920,-34.656150
-58.493573,-34.656150
-58.491226,-34.656150
-58.488878,-34.656150
-58.486531,-34.656150
-58.484183,-34.656150
-58.481835,-34.656150
-58.479487,-34.656150
-58.477138,-34.656150
-58.474790,-34.656150
-58.472441,-34.656150
-58.470093,-34.656150
-58.467744,-34.656150
-58.465395,-34.656150
-58.463045,-34.656150
-58.460696,-34.656150
-58.458346,-34.656150
-58.455997,-34.656150
-58.453647,-34.656150
-58.451297,-34.656150
-58.448947,-34.656150
-58.446596,-34.656150
-58.444246,-34.656150
-58.441895,-34.656150
-58.439544,-34.656150
-58.437193,-34.656150
-58.434842,-34.656150
-58.432491,-34.656150
-58.430140,-34.656150
-58.427788,-34.656150
-58.425436,-34.656150
-58.423084,-34.656150
-58.420732,-34.656150
-58.418380,-34.656150
-58.416028,-34.656150
-58.413675,-34.656150
-58.411322,-34.656150
-58.408970,-34.656150
-58.406617,-34.656150
-58.404263,-34.656150
-58.401910,-34.656150
-58.399557,-34.656150
-58.397203,-34.656150
-58.394849,-34.656150
-58.392495,-34.656150
-58.390141,-34.656150
-58.387787,-34.656150
-58.385433,-34.656150
-58.383078,-34.656150
-58.380723,-34.656150
-58.378368,-34.656150
-58.376013,-34.656150
-58.373658,-34.656150
-58.371303,-34.656150
-58.368947,-34.656150
-58.366592,-34.656150
-58.364236,-34.656150
-58.361880,-34.656150
-58.359524,-34.656150
-58.357167,-34.656150
-58.354811,-34.656150
-58.352454,-34.656150
-58.538143,-34.651658
-58.535799,-34.651658
-58.533454,-34.651658
-58.531109,-34.651658
-58.528765,-34.651658
-58.526420,-34.651658
-58.524074,-34.651658
-58.521729,-34.651658
-58.519384,-34.651658
-58.517038,-34.651658
-58.514692,-34.651658
-58.512346,-34.651658
-58.510000,-34.651658
-58.507654,-34.651658
-58.505308,-34.651658
-58.502961,-34.651658
-58.500614,-34.651658
-58.498267,-34.651658
-58.495920,-34.651658
-58.493573,-34.651658
-58.491226,-34.651658
-58.488878,-34.651658
-58.486531,-34.651658
-58.484183,-34.651658
-58.481835,-34.651658
-58.479487,-34.651658
-58.477138,-34.651658
-58.474790,-34.651658
-58.472441,-34.651658
-58.470093,-34.651658
-58.467744,-34.651658
-58.465395,-34.651658
-58.463045,-34.651658
-58.460696,-34.651658
-58.458346,-34.651658
-58.455997,-34.651658
-58.453647,-34.651658
-58.451297,-34.651658
-58.448947,-34.651658
-58.446596,-34.651658
-58.444246,-34.651658
-58.441895,-34.651658
-58.439544,-34.651658
-58.437193,-34.651658
-58.434842,-34.651658
-58.432491,-34.651658
-58.430140,-34.651658
-58.427788,-34.651658
-58.425436,-34.651658
-58.423084,-34.651658
-58.420732,-34.651658
-58.418380,-34.651658
-58.416028,-34.651658
-58.413675,-34.651658
-58.411322,-34.651658
-58.408970,-34.651658
-58.406617,-34.651658
-58.404263,-34.651658
-58.401910,-34.651658
-58.399557,-34.651658
-58.397203,-34.651658
-58.394849,-34.651658
-58.392495,-34.651658
-58.390141,-34.651658
-58.387787,-34.651658
-58.385433,-34.651658
-58.383078,-34.651658
-58.380723,-34.651658
-58.378368,-34.651658
-58.376013,-34.651658
-58.373658,-34.651658
-58.371303,-34.651658
-58.368947,-34.651658
-58.366592,-34.651658
-58.364236,-34.651658
-58.361880,-34.651658
-58.359524,-34.651658
-58.357167,-34.651658
-58.354811,-34.651658
-58.352454,-34.651658
-58.538143,-34.647167
-58.535799,-34.647167
-58.533454,-34.647167
-58.531109,-34.647167
-58.528765,-34.647167
-58.526420,-34.647167
-58.524074,-34.647167
-58.521729,-34.647167
-58.519384,-34.647167
-58.517038,-34.647167
-58.514692,-34.647167
-58.512346,-34.647167
-58.510000,-34.647167
-58.507654,-34.647167
-58.505308,-34.647167
-58.502961,-34.647167
-58.500614,-34.647167
-58.498267,-34.647167
-58.495920,-34.647167
-58.493573,-34.647167
-58.491226,-34.647167
-58.488878,-34.647167
-58.486531,-34.647167
-58.484183,-34.647167
-58.481835,-34.647167
-58.479487,-34.647167
-58.477138,-34.647167
-58.474790,-34.647167
-58.472441,-34.647167
-58.470093,-34.647167
-58.467744,-34.647167
-58.465395,-34.647167
-58.463045,-34.647167
-58.460696,-34.647167
-58.458346,-34.647167
-58.455997,-34.647167
-58.453647,-34.647167
-58.451297,-34.647167
-58.448947,-34.647167
-58.446596,-34.647167
-58.444246,-34.647167
-58.441895,-34.647167
-58.439544,-34.647167
-58.437193,-34.647167
-58.434842,-34.647167
-58.432491,-34.647167
-58.430140,-34.647167
-58.427788,-34.647167
-58.425436,-34.647167
-58.423084,-34.647167
-58.420732,-34.647167
-58.418380,-34.647167
-58.416028,-34.647167
-58.413675,-34.647167
-58.411322,-34.647167
-58.408970,-34.647167
-58.406617,-34.647167
-58.404263,-34.647167
-58.401910,-34.647167
-58.399557,-34.647167
-58.397203,-34.647167
-58.394849,-34.647167
-58.392495,-34.647167
-58.390141,-34.647167
-58.387787,-34.647167
-58.385433,-34.647167
-58.383078,-34.647167
-58.380723,-34.647167
-58.378368,-34.647167
-58.376013,-34.647167
-58.373658,-34.647167
-58.371303,-34.647167
-58.368947,-34.647167
-58.366592,-34.647167
-58.364236,-34.647167
-58.361880,-34.647167
-58.359524,-34.647167
-58.357167,-34.647167
-58.354811,-34.647167
-58.352454,-34.647167
-58.538143,-34.642675
-58.535799,-34.642675
-58.533454,-34.642675
-58.531109,-34.642675
-58.528765,-34.642675
-58.526420,-34.642675
-58.524074,-34.642675
-58.521729,-34.642675
-58.519384,-34.642675
-58.517038,-34.642675
-58.514692,-34.642675
-58.512346,-34.642675
-58.510000,-34.642675
-58.507654,-34.642675
-58.505308,-34.642675
-58.502961,-34.642675
-58.500614,-34.642675
-58.498267,-34.642675
-58.495920,-34.642675
-58.493573,-34.642675
-58.491226,-34.642675
-58.488878,-34.642675
-58.486531,-34.642675
-58.484183,-34.642675
-58.481835,-34.642675
-58.479487,-34.642675
-58.477138,-34.642675
-58.474790,-34.642675
-58.472441,-34.642675
-58.470093,-34.642675
-58.467744,-34.642675
-58.465395,-34.642675
-58.463045,-34.642675
-58.460696,-34.642675
-58.458346,-34.642675
-58.455997,-34.642675
-58.453647,-34.642675
-58.451297,-34.642675
-58.448947,-34.642675
-58.446596,-34.642675
-58.444246,-34.642675
-58.441895,-34.642675
-58.439544,-34.642675
