search_longitude,search_latitude,arrive,leave,search_method,timestamp,geometry,x,y,new_x,new_y,arrive_date,dayOfWeek
-58.3754922,-34.59765075,2021-01-29 23:00:00+00:00,2021-01-31 02:00:00+00:00,updateTimeHome,2021-01-29T16:33:31.665-03:00,POINT (-58.3754922 -34.59765075),-58.3754922,-34.59765075,0.16265080000000154,0.1079062499999992,2021-01-29,4
-58.438075706362724,-34.59496882187929,2021-02-02 00:02:00.856000+00:00,2021-02-02 01:02:00.856000+00:00,searchInThisArea,2021-02-01T21:02:27.935-03:00,POINT (-58.43807570636272 -34.59496882187929),-58.438075706362724,-34.59496882187929,0.10006729363727374,0.11058817812070743,2021-02-02,1
-58.3754922,-34.59765075,2021-01-29 23:00:00+00:00,2021-01-31 14:00:00+00:00,updateTimeHome,2021-01-29T16:47:23.771-03:00,POINT (-58.3754922 -34.59765075),-58.3754922,-34.59765075,0.16265080000000154,0.1079062499999992,2021-01-29,4
-58.491500951349735,-34.51727839688762,2021-02-17 19:24:52.640000+00:00,2021-02-17 20:24:52.640000+00:00,searchInThisArea,2021-02-17T19:24:56.632Z,POINT (-58.49150095134974 -34.51727839688762),-58.491500951349735,-34.51727839688762,0.04664204865026278,0.18827860311237998,2021-02-17,2
-65.0921343639493,-40.81314338837795,2021-02-26 16:42:17.331000+00:00,2021-02-26 17:42:17.331000+00:00,searchInThisArea,2021-02-26T13:42:37.950-03:00,POINT (-65.0921343639493 -40.81314338837795),-65.0921343639493,-40.81314338837795,-6.553991363949301,-6.107586388377953,2021-02-26,4
-58.4579411521554,-34.55917343475144,2021-02-25 20:56:26.641000+00:00,2021-02-25 21:56:26.641000+00:00,searchInThisArea,2021-02-25T17:57:54.915-03:00,POINT (-58.4579411521554 -34.55917343475144),-58.4579411521554,-34.55917343475144,0.08020184784459872,0.14638356524855567,2021-02-25,3
-58.39795991778374,-34.603712977365745,2020-11-19 06:00:17+00:00,2020-11-19 06:15:17+00:00,update_time_home,2020-11-16T13:56:04.549GMT-03:00,POINT (-58.39795991778374 -34.60371297736575),-58.39795991778374,-34.603712977365745,0.14018308221626086,0.1018440226342534,2020-11-19,3
-58.56537401676178,-34.627009486971716,2021-01-29 23:06:57.503000+00:00,2021-01-30 00:06:57.503000+00:00,searchInThisArea,2021-01-29T20:07:15.047-03:00,POINT (-58.56537401676178 -34.62700948697172),-58.56537401676178,-34.627009486971716,-0.027231016761781746,0.07854751302828333,2021-01-29,4
-58.4335031,-34.5770481,2020-12-04 16:00:00+00:00,2020-12-08 07:00:00+00:00,update_time_home,2020-12-02T15:51:43.225GMT-03:00,POINT (-58.4335031 -34.5770481),-58.4335031,-34.5770481,0.10463989999999512,0.12850889999999993,2020-12-04,4
-58.3815704,-34.6037389,2020-11-02 20:30:31.819000+00:00,2020-11-02 21:30:31.819000+00:00,google,2020-11-02T23:29:51.534GMT-03:00,POINT (-58.3815704 -34.6037389),-58.3815704,-34.6037389,0.15657259999999695,0.10181809999999558,2020-11-02,0
-58.53968214243651,-34.57439611503361,2021-02-24 09:59:45.768000+00:00,2021-02-24 10:59:45.768000+00:00,searchInThisArea,2021-02-24T07:01:28.819-03:00,POINT (-58.53968214243651 -34.57439611503361),-58.53968214243651,-34.57439611503361,-0.0015391424365134299,0.13116088496639122,2021-02-24,2
-58.47851637750865,-34.55535027849901,2021-02-08 01:41:42.148000+00:00,2021-02-08 13:41:00+00:00,searchInThisArea,2021-02-07T22:43:08.857-03:00,POINT (-58.47851637750865 -34.55535027849901),-58.47851637750865,-34.55535027849901,0.059626622491350645,0.1502067215009859,2021-02-08,0
-58.388662,-34.606609899999995,2021-01-28 16:53:15.536000+00:00,2021-01-28 17:53:15.536000+00:00,google,2021-01-28T13:53:41.244-03:00,POINT (-58.388662 -34.6066099),-58.388662,-34.606609899999995,0.14948100000000153,0.09894710000000373,2021-01-28,3
-58.40515259653329,-34.58733528604439,2021-02-19 20:00:00+00:00,2021-02-19 21:00:00+00:00,searchInThisArea,2021-02-19T13:09:30.800-03:00,POINT (-58.40515259653329 -34.58733528604439),-58.40515259653329,-34.58733528604439,0.13299040346670665,0.11822171395560588,2021-02-19,4
-58.63776415586472,-34.456976076985036,2021-01-29 03:51:30.692000+00:00,2021-01-29 04:51:30.692000+00:00,searchInThisArea,2021-01-29T00:51:36.511-03:00,POINT (-58.63776415586472 -34.45697607698504),-58.63776415586472,-34.456976076985036,-0.09962115586472464,0.2485809230149627,2021-01-29,4
-58.53482839999999,-34.8150044,2021-01-07 11:00:03+00:00,2021-01-16 20:30:00+00:00,google,2021-01-05T10:16:17.019GMT-03:00,POINT (-58.53482839999999 -34.8150044),-58.53482839999999,-34.8150044,0.0033146000000101594,-0.10944740000000053,2021-01-07,3
-58.46386715000001,-34.65009175,2021-02-01 14:05:39.492000+00:00,2021-02-01 15:05:39.492000+00:00,google,2021-02-01T11:05:53.501-03:00,POINT (-58.46386715000001 -34.65009175),-58.46386715000001,-34.65009175,0.07427584999998516,0.05546524999999747,2021-02-01,0
-58.38540260000001,-34.6013017,2021-02-22 07:45:58.591000+00:00,2021-02-22 08:45:58.591000+00:00,google,2021-02-22T10:46:52.494GMT-03:00,POINT (-58.38540260000001 -34.6013017),-58.38540260000001,-34.6013017,0.1527403999999848,0.10425529999999839,2021-02-22,0
-58.4265317,-34.5780655,2021-02-28 09:00:44.212000+00:00,2021-02-28 10:00:44.212000+00:00,google,2021-02-28T12:01:02.645GMT-03:00,POINT (-58.4265317 -34.5780655),-58.4265317,-34.5780655,0.11161129999999986,0.12749149999999787,2021-02-28,6
-58.559732995927334,-34.67890602113745,2020-11-14 11:15:32.297000+00:00,2020-11-14 12:15:32.297000+00:00,this_area,2020-11-14T14:11:29.912GMT-03:00,POINT (-58.55973299592733 -34.67890602113745),-58.559732995927334,-34.67890602113745,-0.021589995927335792,0.026650978862548413,2020-11-14,5
-58.36246939999999,-34.6110194,2021-01-02 18:00:04.362000+00:00,2021-01-02 19:00:04.362000+00:00,google,2021-01-02T20:53:36.375GMT-03:00,POINT (-58.36246939999999 -34.6110194),-58.36246939999999,-34.6110194,0.1756736000000103,0.09453759999999534,2021-01-02,5
-58.4237423,-34.5829315,2020-12-02 14:45:04.522000+00:00,2020-12-02 15:45:04.522000+00:00,google,2020-12-02T17:35:30.156GMT-03:00,POINT (-58.4237423 -34.5829315),-58.4237423,-34.5829315,0.11440069999999736,0.12262549999999806,2020-12-02,2
-58.39111961424351,-34.60793183282597,2021-01-28 21:08:33.752000+00:00,2021-01-28 22:08:33.752000+00:00,searchInThisArea,2021-01-28T18:09:21.986-03:00,POINT (-58.39111961424351 -34.60793183282597),-58.39111961424351,-34.60793183282597,0.14702338575649065,0.09762516717403003,2021-01-28,3
-58.37584409862756,-34.600355511578535,2020-10-30 12:15:30.183000+00:00,2020-10-30 13:15:30.183000+00:00,this_area,2020-10-30T15:03:44.956GMT-03:00,POINT (-58.37584409862756 -34.60035551157853),-58.37584409862756,-34.600355511578535,0.16229890137243785,0.10520148842146426,2020-10-30,4
-58.37406814098358,-34.59717978591873,2021-02-17 01:17:18.330000+00:00,2021-02-17 02:17:18.330000+00:00,searchInThisArea,2021-02-16T22:17:26.961-03:00,POINT (-58.37406814098358 -34.59717978591873),-58.37406814098358,-34.59717978591873,0.1640748590164165,0.10837721408126555,2021-02-17,2
-58.3941125,-34.6020571,2020-12-11 18:30:17.499000+00:00,2020-12-11 19:30:17.499000+00:00,google,2020-12-11T21:21:48.627GMT-03:00,POINT (-58.3941125 -34.6020571),-58.3941125,-34.6020571,0.1440304999999995,0.10349989999999565,2020-12-11,4
-0.11572249999999999,51.4654848,2021-02-09 20:45:13.330000+00:00,2021-02-09 21:45:13.330000+00:00,google,2021-02-09T20:44:46.968GMT,POINT (-0.1157225 51.4654848),-0.11572249999999999,51.4654848,58.4224205,86.1710418,2021-02-09,1
-58.3815704,-34.6037389,2020-09-15 08:00:00+00:00,2020-09-15 10:00:00+00:00,google,2020-09-14T20:08:15.927GMT-03:00,POINT (-58.3815704 -34.6037389),-58.3815704,-34.6037389,0.15657259999999695,0.10181809999999558,2020-09-15,1
-58.43329846617917,-34.615823744590806,2021-02-05 03:57:56.329000+00:00,2021-02-05 04:57:56.329000+00:00,google,2021-02-05T00:59:00.434-03:00,POINT (-58.43329846617917 -34.61582374459081),-58.43329846617917,-34.615823744590806,0.10484453382083103,0.08973325540919319,2021-02-05,4
-58.3878776,-34.6025025,2020-09-25 07:45:21.932000+00:00,2020-09-25 08:45:21.932000+00:00,google,2020-09-25T11:25:19.048GMT-03:00,POINT (-58.3878776 -34.6025025),-58.3878776,-34.6025025,0.150265399999995,0.10305449999999894,2020-09-25,4
-58.38654349999999,-34.5920351,2021-01-11 17:00:19.636000+00:00,2021-01-11 17:30:21.563000+00:00,update_time_home,2021-01-11T19:49:19.649GMT-03:00,POINT (-58.38654349999999 -34.5920351),-58.38654349999999,-34.5920351,0.15159950000001032,0.11352190000000206,2021-01-11,0
-58.38361345231532,-34.60376596275083,2021-02-09 19:00:00+00:00,2021-02-14 20:00:00+00:00,updateTimeHome,2021-02-09T02:59:32.159-03:00,POINT (-58.38361345231532 -34.60376596275083),-58.38361345231532,-34.60376596275083,0.15452954768467464,0.10179103724917127,2021-02-09,1
-58.43027415,-34.588848399999996,2021-02-27 19:27:05.908000+00:00,2021-02-27 20:27:05.908000+00:00,google,2021-02-27T16:27:26.593-03:00,POINT (-58.43027415 -34.5888484),-58.43027415,-34.588848399999996,0.10786884999999558,0.1167086000000026,2021-02-27,5
-58.44522278755903,-34.56610967046398,2020-11-19 13:30:17+00:00,2020-11-19 14:30:00+00:00,this_area,2020-11-16T13:38:52.014GMT-03:00,POINT (-58.44522278755903 -34.56610967046398),-58.44522278755903,-34.56610967046398,0.0929202124409656,0.13944732953601857,2020-11-19,3
-58.37736826390028,-34.60463938883608,2020-10-30 08:30:37.582000+00:00,2020-10-30 09:30:37.582000+00:00,this_area,2020-10-30T12:02:43.929GMT-03:00,POINT (-58.37736826390028 -34.60463938883608),-58.37736826390028,-34.60463938883608,0.16077473609971804,0.10091761116392206,2020-10-30,4
-58.478735,-34.5337225,2021-01-20 05:00:06.224000+00:00,2021-01-20 06:00:06.224000+00:00,google,2021-01-20T07:55:29.279GMT-03:00,POINT (-58.478735 -34.5337225),-58.478735,-34.5337225,0.059407999999997685,0.17183449999999567,2021-01-20,2
-58.64901535212993,-34.583852944133994,2021-01-30 18:13:32.230000+00:00,2021-01-30 19:13:32.230000+00:00,searchInThisArea,2021-01-30T15:13:43.302-03:00,POINT (-58.64901535212993 -34.58385294413399),-58.64901535212993,-34.583852944133994,-0.11087235212993107,0.12170405586600452,2021-01-30,5
-57.087344750761986,-34.95194463989106,2021-02-23 22:54:38.525000+00:00,2021-02-23 23:54:38.525000+00:00,searchInThisArea,2021-02-23T19:54:55.013-03:00,POINT (-57.08734475076199 -34.95194463989106),-57.087344750761986,-34.95194463989106,1.4507982492380123,-0.24638763989106138,2021-02-23,1
-58.3754922,-34.59765075,2021-01-30 00:00:00+00:00,2021-01-31 15:00:00+00:00,updateTimeHome,2021-01-29T16:13:49.721-03:00,POINT (-58.3754922 -34.59765075),-58.3754922,-34.59765075,0.16265080000000154,0.1079062499999992,2021-01-30,5
-58.37454770000001,-34.60223829999999,2021-03-01 08:00:00+00:00,2021-03-01 08:15:00+00:00,update_time_home,2021-02-19T15:15:07.548GMT-03:00,POINT (-58.37454770000001 -34.60223829999999),-58.37454770000001,-34.60223829999999,0.16359529999999012,0.10331870000000976,2021-03-01,0
-58.4265317,-34.5780655,2021-02-16 19:45:36.150000+00:00,2021-02-16 20:45:36.150000+00:00,google,2021-02-16T22:43:00.505GMT-03:00,POINT (-58.4265317 -34.5780655),-58.4265317,-34.5780655,0.11161129999999986,0.12749149999999787,2021-02-16,1
-58.3754922,-34.59765075,2021-01-29 23:00:00+00:00,2021-01-30 23:00:00+00:00,updateTimeHome,2021-01-29T15:26:26.827-03:00,POINT (-58.3754922 -34.59765075),-58.3754922,-34.59765075,0.16265080000000154,0.1079062499999992,2021-01-29,4
-58.4638672,-34.5767935,2021-02-28 07:45:51.462000+00:00,2021-02-28 08:45:51.462000+00:00,google,2021-02-28T10:45:11.780GMT-03:00,POINT (-58.4638672 -34.5767935),-58.4638672,-34.5767935,0.07427579999999523,0.12876349999999803,2021-02-28,6
-58.43142215162516,-34.57870562318714,2020-12-04 07:21:00+00:00,2020-12-08 07:36:00+00:00,this_area,2020-12-03T10:22:55.837GMT-03:00,POINT (-58.43142215162516 -34.57870562318714),-58.43142215162516,-34.57870562318714,0.10672084837483453,0.12685137681285852,2020-12-04,4
-57.6005340801639,-38.01756665323485,2021-01-29 19:01:11.659000+00:00,2021-01-29 20:01:11.659000+00:00,google,2021-01-29T16:03:39.372-03:00,POINT (-57.6005340801639 -38.01756665323485),-57.6005340801639,-38.01756665323485,0.9376089198361015,-3.3120096532348526,2021-01-29,4
-58.4319606050849,-34.57234107648809,2020-09-24 14:30:56.680000+00:00,2020-09-24 15:30:56.680000+00:00,this_area,2020-09-24T17:23:15.336GMT-03:00,POINT (-58.4319606050849 -34.57234107648809),-58.4319606050849,-34.57234107648809,0.10618239491509485,0.13321592351191214,2020-09-24,3
-58.67378521710635,-34.65709267299639,2021-02-19 21:00:42+00:00,2021-02-19 21:15:42+00:00,this_area,2021-02-19T03:32:27.258GMT-03:00,POINT (-58.67378521710635 -34.65709267299639),-58.67378521710635,-34.65709267299639,-0.13564221710635138,0.048464327003607366,2021-02-19,4
-58.403637483716004,-34.58804189436678,2021-01-26 10:54:59.743000+00:00,2021-01-26 11:54:59.743000+00:00,searchInThisArea,2021-01-26T07:57:54.591-03:00,POINT (-58.403637483716 -34.58804189436678),-58.403637483716004,-34.58804189436678,0.1345055162839941,0.11751510563321688,2021-01-26,1
-58.42653181403875,-34.57806491165687,2021-02-07 18:38:17.155000+00:00,2021-02-07 19:38:17.155000+00:00,searchInThisArea,2021-02-07T15:38:31.017-03:00,POINT (-58.42653181403875 -34.57806491165687),-58.42653181403875,-34.57806491165687,0.11161118596124453,0.12749208834313208,2021-02-07,6
-58.4180349111557,-34.579809534656576,2021-02-17 16:15:29.199000+00:00,2021-02-17 17:15:29.199000+00:00,this_area,2021-02-17T19:16:01.354GMT-03:00,POINT (-58.4180349111557 -34.57980953465658),-58.4180349111557,-34.579809534656576,0.12010808884429736,0.12574746534342296,2021-02-17,2
-58.46670273574932,-34.552391349969795,2021-02-25 15:30:53+00:00,2021-02-25 16:45:53+00:00,update_time_home,2021-02-25T16:50:06.481GMT-03:00,POINT (-58.46670273574932 -34.5523913499698),-58.46670273574932,-34.552391349969795,0.07144026425067551,0.15316565003020344,2021-02-25,3
-58.43923542648553,-34.59936419702495,2021-02-10 23:17:28.087000+00:00,2021-02-11 00:17:28.087000+00:00,searchInThisArea,2021-02-10T20:18:27.828-03:00,POINT (-58.43923542648553 -34.59936419702495),-58.43923542648553,-34.59936419702495,0.09890757351446666,0.10619280297505185,2021-02-10,2
-58.4183231,-34.5726439,2021-02-09 12:04:03.649000+00:00,2021-02-09 13:04:03.649000+00:00,google,2021-02-09T09:04:21.130-03:00,POINT (-58.4183231 -34.5726439),-58.4183231,-34.5726439,0.11981989999999598,0.13291309999999612,2021-02-09,1
-58.38160011917353,-34.60368979624915,2021-02-01 03:12:49.336000+00:00,2021-02-01 04:12:49.336000+00:00,searchInThisArea,2021-02-01T00:12:57.346-03:00,POINT (-58.38160011917353 -34.60368979624915),-58.38160011917353,-34.60368979624915,0.15654288082647128,0.10186720375084946,2021-02-01,0
-58.42101543524821,-34.57343335092183,2021-02-13 19:16:01.941000+00:00,2021-02-13 20:16:01.941000+00:00,updateVehicle,2021-02-13T16:16:22.320-03:00,POINT (-58.42101543524821 -34.57343335092183),-58.42101543524821,-34.57343335092183,0.1171275647517902,0.1321236490781672,2021-02-13,5
-58.425810000000006,-34.60607895,2021-02-06 16:02:42.856000+00:00,2021-02-06 17:02:42.856000+00:00,google,2021-02-06T13:03:25.087-03:00,POINT (-58.42581000000001 -34.60607895),-58.425810000000006,-34.60607895,0.11233299999999247,0.09947805000000187,2021-02-06,5
-58.43512853827405,-34.56723816208933,2021-01-03 18:00:18.803000+00:00,2021-01-03 18:15:18.803000+00:00,update_time_home,2021-01-03T20:48:18.814GMT-03:00,POINT (-58.43512853827405 -34.56723816208933),-58.43512853827405,-34.56723816208933,0.10301446172594808,0.13831883791066701,2021-01-03,6
-58.539200350642204,-34.575763167885704,2021-02-10 15:38:04.088000+00:00,2021-02-10 16:38:04.088000+00:00,searchInThisArea,2021-02-10T12:38:12.186-03:00,POINT (-58.5392003506422 -34.5757631678857),-58.539200350642204,-34.575763167885704,-0.001057350642206245,0.12979383211429507,2021-02-10,2
-58.3955461,-34.5887279,2020-11-30 12:30:55.163000+00:00,2020-11-30 13:30:55.163000+00:00,google,2020-11-30T15:59:24.084GMT-03:00,POINT (-58.3955461 -34.5887279),-58.3955461,-34.5887279,0.14259690000000091,0.1168290999999968,2020-11-30,0
-58.41716084629298,-34.59773755446884,2021-02-25 11:41:00+00:00,2021-02-27 11:40:00+00:00,updateTimeHome,2021-02-22T14:43:00.998-03:00,POINT (-58.41716084629298 -34.59773755446884),-58.41716084629298,-34.59773755446884,0.12098215370701837,0.10781944553115608,2021-02-25,3
-58.5660069,-34.60991790000001,2020-09-16 05:45:56.431000+00:00,2020-09-16 06:45:56.431000+00:00,google,2020-09-16T08:34:07.935GMT-03:00,POINT (-58.5660069 -34.60991790000001),-58.5660069,-34.60991790000001,-0.02786389999999983,0.09563909999998543,2020-09-16,2
-58.71556062251329,-34.53901995017018,2021-02-24 17:32:00+00:00,2021-02-24 18:30:54.509000+00:00,updateTimeHome,2021-02-24T14:31:27.103-03:00,POINT (-58.71556062251329 -34.53901995017018),-58.71556062251329,-34.53901995017018,-0.17741762251328907,0.1665370498298202,2021-02-24,2
-58.554829582571976,-34.79969309456304,2021-01-31 10:00:00+00:00,2021-02-13 21:32:00+00:00,searchInThisArea,2021-01-27T10:26:17.406-03:00,POINT (-58.55482958257198 -34.79969309456304),-58.554829582571976,-34.79969309456304,-0.016686582571978192,-0.09413609456304073,2021-01-31,6
-58.37536264999999,-34.6011375,2021-01-25 18:15:22.250000+00:00,2021-01-25 19:15:22.250000+00:00,google,2021-01-25T15:15:49.142-03:00,POINT (-58.37536264999999 -34.6011375),-58.37536264999999,-34.6011375,0.16278035000000557,0.10441949999999878,2021-01-25,0
-58.37737439999999,-34.6174263,2021-01-14 16:39:00+00:00,2021-01-14 19:54:00+00:00,update_time_home,2021-01-14T18:40:16.700GMT-03:00,POINT (-58.37737439999999 -34.6174263),-58.37737439999999,-34.6174263,0.16076860000001147,0.08813070000000067,2021-01-14,3
-58.38226160000001,-34.59790649999999,2021-02-26 16:13:57.570000+00:00,2021-02-26 17:13:57.570000+00:00,google,2021-02-26T13:14:34.202-03:00,POINT (-58.38226160000001 -34.59790649999999),-58.38226160000001,-34.59790649999999,0.1558813999999913,0.10765050000000542,2021-02-26,4
-58.4265317,-34.5780655,2021-01-10 17:30:06.804000+00:00,2021-01-10 18:30:06.804000+00:00,google,2021-01-10T20:28:03.536GMT-03:00,POINT (-58.4265317 -34.5780655),-58.4265317,-34.5780655,0.11161129999999986,0.12749149999999787,2021-01-10,6
-58.38160011917353,-34.60370000697988,2021-01-31 22:47:09.234000+00:00,2021-01-31 23:47:09.234000+00:00,searchInThisArea,2021-01-31T19:47:23.103-03:00,POINT (-58.38160011917353 -34.60370000697988),-58.38160011917353,-34.60370000697988,0.15654288082647128,0.10185699302012097,2021-01-31,6
-58.38412273675203,-34.611447933847714,2021-02-01 11:28:28.926000+00:00,2021-02-01 12:28:28.926000+00:00,searchInThisArea,2021-02-01T08:28:38.285-03:00,POINT (-58.38412273675203 -34.61144793384771),-58.38412273675203,-34.611447933847714,0.1540202632479648,0.09410906615228498,2021-02-01,0
-58.400081699999994,-34.59935945000001,2021-02-03 09:55:00+00:00,2021-02-03 10:55:00+00:00,google,2021-02-02T19:03:53.703-03:00,POINT (-58.40008169999999 -34.59935945000001),-58.400081699999994,-34.59935945000001,0.13806130000000394,0.10619754999999031,2021-02-03,2
-58.37104462087154,-34.5906220677867,2021-02-05 12:14:00+00:00,2021-02-05 21:14:00+00:00,searchInThisArea,2021-02-04T00:16:05.484-03:00,POINT (-58.37104462087154 -34.5906220677867),-58.37104462087154,-34.5906220677867,0.16709837912846126,0.11493493221330198,2021-02-05,4
-58.43207158148288,-34.57899271335201,2021-03-27 08:00:00+00:00,2021-03-27 09:00:00+00:00,searchInThisArea,2021-02-13T10:58:41.329-03:00,POINT (-58.43207158148288 -34.57899271335201),-58.43207158148288,-34.57899271335201,0.10607141851711788,0.1265642866479908,2021-03-27,5
-58.60828097909689,-34.41112244277099,2021-02-11 22:47:52.656000+00:00,2021-02-11 23:47:52.656000+00:00,searchInThisArea,2021-02-11T19:50:08.344-03:00,POINT (-58.60828097909689 -34.41112244277099),-58.60828097909689,-34.41112244277099,-0.07013797909689146,0.29443455722901035,2021-02-11,3
-58.38214575000001,-34.61090110000001,2021-02-16 13:30:00+00:00,2021-02-16 14:30:00+00:00,updateTimeHome,2021-02-13T13:33:08.671-03:00,POINT (-58.38214575000001 -34.61090110000001),-58.38214575000001,-34.61090110000001,0.15599724999999154,0.09465589999999224,2021-02-16,1
-58.48271001130343,-34.5495483874975,2021-02-12 22:06:23.749000+00:00,2021-02-12 23:06:23.749000+00:00,searchInThisArea,2021-02-12T19:06:59.892-03:00,POINT (-58.48271001130343 -34.5495483874975),-58.48271001130343,-34.5495483874975,0.0554329886965661,0.15600861250249665,2021-02-12,4
-58.38560063391924,-34.6097776526592,2021-02-10 14:15:12.384000+00:00,2021-02-10 15:15:12.384000+00:00,this_area,2021-02-10T18:54:01.078GMT-03:00,POINT (-58.38560063391924 -34.6097776526592),-58.38560063391924,-34.6097776526592,0.152542366080759,0.09577934734080173,2021-02-10,2
-58.3815704,-34.6037389,2020-09-15 10:00:00+00:00,2020-09-15 11:00:00+00:00,update_time_home,2020-09-14T20:11:08.682GMT-03:00,POINT (-58.3815704 -34.6037389),-58.3815704,-34.6037389,0.15657259999999695,0.10181809999999558,2020-09-15,1
-58.53482839999999,-34.8150044,2021-02-12 17:00:17.494000+00:00,2021-02-19 04:30:00+00:00,google,2021-02-12T19:57:44.083GMT-03:00,POINT (-58.53482839999999 -34.8150044),-58.53482839999999,-34.8150044,0.0033146000000101594,-0.10944740000000053,2021-02-12,4
-58.39079439640045,-34.60192056122104,2021-02-09 14:13:53.398000+00:00,2021-02-09 15:13:53.398000+00:00,searchInThisArea,2021-02-09T11:13:55.604-03:00,POINT (-58.39079439640045 -34.60192056122104),-58.39079439640045,-34.60192056122104,0.14734860359954638,0.10363643877895612,2021-02-09,1
-58.39712172746658,-34.59423136079361,2021-02-19 10:40:47.281000+00:00,2021-02-19 11:40:47.281000+00:00,searchInThisArea,2021-02-19T07:43:16.795-03:00,POINT (-58.39712172746658 -34.59423136079361),-58.39712172746658,-34.59423136079361,0.1410212725334148,0.11132563920639171,2021-02-19,4
-58.5392418,-34.81226625,2021-02-13 06:00:00+00:00,2021-02-13 07:00:00+00:00,updateTimeHome,2021-02-05T14:23:22.872-03:00,POINT (-58.5392418 -34.81226625),-58.5392418,-34.81226625,-0.0010988000000011766,-0.10670925000000153,2021-02-13,5
-58.5586023,-34.6800214,2020-11-14 11:15:32.297000+00:00,2020-11-14 12:15:32.297000+00:00,google,2020-11-14T14:11:10.292GMT-03:00,POINT (-58.5586023 -34.6800214),-58.5586023,-34.6800214,-0.020459299999998848,0.02553559999999777,2020-11-14,5
-58.78695029765368,-34.64960965175796,2021-02-08 12:30:06.491000+00:00,2021-02-08 13:30:06.491000+00:00,searchInThisArea,2021-02-08T09:30:14.008-03:00,POINT (-58.78695029765368 -34.64960965175796),-58.78695029765368,-34.64960965175796,-0.24880729765368415,0.055947348242035844,2021-02-08,0
-58.3877694,-34.5863241,2020-09-30 07:15:21.111000+00:00,2020-09-30 08:15:21.111000+00:00,google,2020-09-30T10:13:29.970GMT-03:00,POINT (-58.3877694 -34.5863241),-58.3877694,-34.5863241,0.15037359999999467,0.11923290000000009,2020-09-30,2
-58.40073499828576,-34.598039206062815,2021-02-17 12:38:01.716000+00:00,2021-02-17 13:38:01.716000+00:00,searchInThisArea,2021-02-17T09:38:27.286-03:00,POINT (-58.40073499828576 -34.59803920606281),-58.40073499828576,-34.598039206062815,0.13740800171423473,0.10751779393718408,2021-02-17,2
-58.4038008,-34.5946803,2021-02-26 07:45:19.265000+00:00,2021-02-26 08:45:19.265000+00:00,google,2021-02-26T10:39:27.420GMT-03:00,POINT (-58.4038008 -34.5946803),-58.4038008,-34.5946803,0.13434219999999897,0.1108766999999986,2021-02-26,4
-58.36350392550229,-34.60381453265746,2020-09-23 09:00:00+00:00,2020-09-23 10:15:00+00:00,this_area,2020-09-21T23:06:24.043GMT-03:00,POINT (-58.36350392550229 -34.60381453265746),-58.36350392550229,-34.60381453265746,0.17463907449770488,0.10174246734253956,2020-09-23,2
-58.38967021554708,-34.59887929859809,2020-12-26 14:00:00+00:00,2021-02-26 14:15:00+00:00,this_area,2020-12-13T14:08:21.247GMT-03:00,POINT (-58.38967021554708 -34.59887929859809),-58.38967021554708,-34.59887929859809,0.14847278445292034,0.10667770140190669,2020-12-26,5
-58.38666714727879,-34.59894939791964,2020-09-21 07:00:31.258000+00:00,2020-09-21 07:15:31.258000+00:00,update_time_home,2020-09-21T09:59:31.271GMT-03:00,POINT (-58.38666714727879 -34.59894939791964),-58.38666714727879,-34.59894939791964,0.15147585272120523,0.10660760208035924,2020-09-21,0
-58.38962260633706,-34.61489242051396,2021-02-12 06:15:08.032000+00:00,2021-02-12 07:15:08.032000+00:00,this_area,2021-02-12T09:10:55.095GMT-03:00,POINT (-58.38962260633706 -34.61489242051396),-58.38962260633706,-34.61489242051396,0.14852039366293468,0.09066457948603812,2021-02-12,4
-58.37025808132072,-34.62256017722425,2021-01-31 12:44:40.227000+00:00,2021-01-31 13:44:40.227000+00:00,google,2021-01-31T09:44:57.390-03:00,POINT (-58.37025808132072 -34.62256017722425),-58.37025808132072,-34.62256017722425,0.16788491867927746,0.0829968227757476,2021-01-31,6
-58.3794793,-34.6045114,2021-01-26 11:00:23.994000+00:00,2021-01-26 12:00:23.994000+00:00,google,2021-01-26T13:48:39.267GMT-03:00,POINT (-58.3794793 -34.6045114),-58.3794793,-34.6045114,0.1586636999999982,0.10104559999999907,2021-01-26,1
-58.469716385006905,-34.62978928985401,2020-12-02 09:30:28.959000+00:00,2020-12-02 10:30:28.959000+00:00,this_area,2020-12-02T12:50:29.315GMT-03:00,POINT (-58.4697163850069 -34.62978928985401),-58.469716385006905,-34.62978928985401,0.06842661499309344,0.07576771014598904,2020-12-02,2
-58.37025808132072,-34.62256017722425,2021-01-31 13:00:00+00:00,2021-01-31 14:00:00+00:00,updateTimeHome,2021-01-30T15:32:29.576-03:00,POINT (-58.37025808132072 -34.62256017722425),-58.37025808132072,-34.62256017722425,0.16788491867927746,0.0829968227757476,2021-01-31,6
-58.38900849999999,-34.5877134,2021-01-15 12:30:52.670000+00:00,2021-01-15 13:30:52.670000+00:00,google,2021-01-15T15:21:41.589GMT-03:00,POINT (-58.38900849999999 -34.5877134),-58.38900849999999,-34.5877134,0.1491345000000095,0.11784360000000049,2021-01-15,4
-56.86070549999999,-37.1145662,2020-12-27 14:00:00+00:00,2020-12-27 14:15:00+00:00,update_time_home,2020-12-18T00:28:43.892GMT-03:00,POINT (-56.86070549999999 -37.1145662),-56.86070549999999,-37.1145662,1.6774375000000106,-2.4090092,2020-12-27,6
